"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
"935";81;"Private,";201398;"Masters,";14;"Widowed,";"Prof-specialty,";"Unmarried,";"White,";"Male,";0;0;60;"?,";"<=50K"
"936";50;"Private,";238959;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";99999;0;60;"?,";"<=50K"
"937";51;"Private,";199688;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1977;60;"?,";">50K"
"938";42;"Self-emp-inc,";125846;"1st-4th,";2;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"?,";"<=50K"
"939";31;"Self-emp-not-inc,";145162;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"?,";">50K"
"940";56;"Private,";215839;"Some-college,";10;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"?,";"<=50K"
"941";37;"Self-emp-inc,";188774;"11th,";7;"Married-spouse-absent,";"Sales,";"Not-in-family,";"White,";"Male,";0;0;60;"?,";"<=50K"
"942";47;"Private,";267205;"Assoc-voc,";11;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"?,";">50K"
"943";26;"Private,";331861;"Bachelors,";13;"Never-married,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";0;0;60;"?,";"<=50K"
"944";47;"Private,";185866;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"?,";"<=50K"
"945";43;"Self-emp-not-inc,";147269;"10th,";6;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"?,";"<=50K"
"946";36;"Private,";74791;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Wife,";"White,";"Male,";0;0;60;"?,";"<=50K"
"947";51;"Private,";64643;"HS-grad,";9;"Never-married,";"Farming-fishing,";"Not-in-family,";"White,";"Male,";0;0;60;"?,";"<=50K"
"948";25;"Self-emp-inc,";181691;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"?,";"<=50K"
"949";49;"Self-emp-inc,";119539;"Some-college,";10;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"?,";"<=50K"
"950";42;"Self-emp-inc,";191196;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1977;60;"?,";">50K"
"951";33;"State-gov,";37070;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"Canada,";">50K"
"952";64;"Self-emp-inc,";165667;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";7688;0;60;"Canada,";">50K"
"953";52;"Private,";145409;"Some-college,";10;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";15024;0;60;"Canada,";">50K"
"954";56;"Self-emp-inc,";187355;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Wife,";"White,";"Female,";0;0;60;"Canada,";"<=50K"
"955";51;"Self-emp-not-inc,";268639;"Some-college,";10;"Married-civ-spouse,";"Prof-specialty,";"Wife,";"White,";"Female,";0;2057;60;"Canada,";">50K"
"956";33;"Private,";192002;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";7298;0;60;"Canada,";">50K"
"957";42;"Private,";190403;"Some-college,";10;"Separated,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";0;0;60;"Canada,";"<=50K"
"958";24;"Private,";214542;"Some-college,";10;"Never-married,";"Craft-repair,";"Own-child,";"White,";"Male,";0;0;60;"Canada,";"<=50K"
"959";26;"Federal-gov,";206983;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"Columbia,";">50K"
"960";50;"Private,";116287;"Assoc-acdm,";12;"Married-civ-spouse,";"Adm-clerical,";"Husband,";"White,";"Male,";0;0;60;"Columbia,";"<=50K"
"961";38;"Self-emp-inc,";244803;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;1485;60;"Cuba,";">50K"
"962";42;"Self-emp-inc,";152071;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"Cuba,";">50K"
"963";38;"Private,";277248;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"Cuba,";">50K"
"964";52;"Self-emp-inc,";230767;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1902;60;"Cuba,";">50K"
"965";42;"?,";195124;"HS-grad,";9;"Married-civ-spouse,";"?,";"Husband,";"White,";"Male,";0;0;60;"Dominican-Republic,";"<=50K"
"966";27;"Private,";373499;"5th-6th,";3;"Never-married,";"Other-service,";"Not-in-family,";"White,";"Male,";0;0;60;"El-Salvador,";"<=50K"
"967";45;"Private,";101452;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";15024;0;60;"England,";">50K"
"968";25;"Private,";31350;"HS-grad,";9;"Never-married,";"Handlers-cleaners,";"Not-in-family,";"White,";"Male,";0;0;60;"England,";"<=50K"
"969";48;"Self-emp-not-inc,";179337;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"England,";"<=50K"
"970";31;"Private,";176185;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"France,";">50K"
"971";39;"Private,";183898;"Assoc-acdm,";12;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";7688;0;60;"Germany,";"<=50K"
"972";53;"Federal-gov,";199720;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";15024;0;60;"Germany,";">50K"
"973";36;"Private,";357619;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Wife,";"White,";"Female,";0;0;60;"Germany,";">50K"
"974";33;"Local-gov,";120508;"Bachelors,";13;"Divorced,";"Protective-serv,";"Unmarried,";"White,";"Female,";0;0;60;"Germany,";"<=50K"
"975";28;"Private,";606111;"Doctorate,";16;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;0;60;"Germany,";"<=50K"
"976";29;"Local-gov,";190525;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;1848;60;"Germany,";"<=50K"
"977";30;"Self-emp-not-inc,";113838;"Assoc-voc,";11;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";3137;0;60;"Germany,";"<=50K"
"978";40;"Private,";174395;"HS-grad,";9;"Divorced,";"Other-service,";"Not-in-family,";"White,";"Male,";0;0;60;"Greece,";"<=50K"
"979";44;"Self-emp-inc,";103643;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";5013;0;60;"Greece,";">50K"
"980";48;"Private,";96359;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"Greece,";">50K"
"981";49;"Self-emp-not-inc,";179048;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"Greece,";"<=50K"
"982";59;"Self-emp-not-inc,";116878;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"Greece,";"<=50K"
"983";47;"Private,";51835;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Wife,";"White,";"Female,";0;1902;60;"Honduras,";">50K"
"984";30;"Private,";207668;"Bachelors,";13;"Never-married,";"Tech-support,";"Not-in-family,";"White,";"Male,";0;0;60;"Hungary,";"<=50K"
"985";57;"Self-emp-inc,";258883;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";5178;0;60;"Hungary,";">50K"
"986";51;"Private,";293196;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";15024;0;60;"Iran,";">50K"
"987";30;"Self-emp-not-inc,";176185;"Assoc-acdm,";12;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"Iran,";"<=50K"
"988";33;"Private,";181091;"Bachelors,";13;"Married-civ-spouse,";"Adm-clerical,";"Husband,";"White,";"Male,";0;0;60;"Iran,";"<=50K"
"989";37;"Private,";109133;"Masters,";14;"Separated,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";27828;0;60;"Iran,";">50K"
"990";30;"Private,";112115;"HS-grad,";9;"Married-civ-spouse,";"Machine-op-inspct,";"Husband,";"White,";"Male,";0;0;60;"Ireland,";"<=50K"
"991";40;"Private,";115932;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"Ireland,";">50K"
"992";42;"Self-emp-inc,";188738;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1977;60;"Italy,";">50K"
"993";39;"Private,";216256;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"Italy,";">50K"
"994";35;"Self-emp-not-inc,";361888;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"Japan,";"<=50K"
"995";24;"Private,";200089;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"Mexico,";"<=50K"
"996";20;"Private,";225395;"7th-8th,";4;"Never-married,";"Machine-op-inspct,";"Other-relative,";"White,";"Female,";0;0;60;"Mexico,";"<=50K"
"997";27;"Private,";318639;"10th,";6;"Never-married,";"Other-service,";"Not-in-family,";"White,";"Male,";0;0;60;"Mexico,";"<=50K"
"998";28;"Private,";194690;"7th-8th,";4;"Separated,";"Other-service,";"Own-child,";"White,";"Male,";0;0;60;"Mexico,";"<=50K"
"999";36;"Private,";248445;"HS-grad,";9;"Separated,";"Transport-moving,";"Other-relative,";"White,";"Male,";0;0;60;"Mexico,";"<=50K"
"1000";23;"Private,";315065;"10th,";6;"Never-married,";"Other-service,";"Unmarried,";"White,";"Male,";0;0;60;"Mexico,";"<=50K"
"1001";48;"Local-gov,";378221;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"Mexico,";">50K"
"1002";32;"Private,";316470;"5th-6th,";3;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"Mexico,";"<=50K"
"1003";30;"Private,";609789;"11th,";7;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"Mexico,";"<=50K"
"1004";32;"Private,";339482;"5th-6th,";3;"Separated,";"Farming-fishing,";"Other-relative,";"White,";"Male,";0;0;60;"Mexico,";"<=50K"
"1005";41;"Self-emp-not-inc,";375574;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"Mexico,";"<=50K"
"1006";43;"Private,";175224;"HS-grad,";9;"Married-civ-spouse,";"Other-service,";"Husband,";"White,";"Male,";0;0;60;"Nicaragua,";"<=50K"
"1007";30;"Private,";66194;"Bachelors,";13;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;0;60;"Outlying-US(Guam-USVI-etc),";"<=50K"
"1008";33;"Private,";319422;"Some-college,";10;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"Peru,";"<=50K"
"1009";34;"Private,";340880;"HS-grad,";9;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"Philippines,";"<=50K"
"1010";40;"Private,";149102;"HS-grad,";9;"Married-spouse-absent,";"Handlers-cleaners,";"Not-in-family,";"White,";"Male,";2174;0;60;"Poland,";"<=50K"
"1011";29;"Private,";192010;"Bachelors,";13;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;0;60;"Poland,";"<=50K"
"1012";44;"Self-emp-inc,";359259;"HS-grad,";9;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;60;"Portugal,";"<=50K"
"1013";40;"Private,";184378;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"Puerto-Rico,";"<=50K"
"1014";49;"Self-emp-not-inc,";111959;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"Scotland,";">50K"
"1015";40;"Private,";193524;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1016";47;"Self-emp-inc,";109832;"HS-grad,";9;"Divorced,";"Exec-managerial,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1017";48;"Self-emp-not-inc,";191277;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;1902;60;"United-States,";">50K"
"1018";44;"Private,";198282;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";15024;0;60;"United-States,";">50K"
"1019";40;"Private,";118853;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1020";28;"Private,";69621;"Assoc-acdm,";12;"Never-married,";"Sales,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1021";43;"Self-emp-not-inc,";56920;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1022";29;"Private,";191535;"HS-grad,";9;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1023";35;"Private,";36270;"HS-grad,";9;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1024";40;"Private,";207578;"Assoc-acdm,";12;"Married-civ-spouse,";"Tech-support,";"Husband,";"White,";"Male,";0;1977;60;"United-States,";">50K"
"1025";45;"Private,";98092;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1026";41;"Private,";220531;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1027";37;"Self-emp-inc,";57424;"Bachelors,";13;"Divorced,";"Sales,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1028";49;"Private,";71195;"Masters,";14;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1029";46;"Private,";188386;"Doctorate,";16;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";15024;0;60;"United-States,";">50K"
"1030";25;"Private,";133373;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1031";23;"Private,";54012;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1032";37;"Private,";126708;"HS-grad,";9;"Married-civ-spouse,";"Adm-clerical,";"Wife,";"White,";"Female,";0;0;60;"United-States,";">50K"
"1033";30;"Private,";303990;"HS-grad,";9;"Never-married,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1034";38;"Private,";91039;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";15024;0;60;"United-States,";">50K"
"1035";35;"Private,";32220;"Assoc-acdm,";12;"Never-married,";"Exec-managerial,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1036";52;"Self-emp-not-inc,";334273;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1037";29;"Private,";34292;"Some-college,";10;"Never-married,";"Adm-clerical,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1038";52;"Private,";200853;"Masters,";14;"Divorced,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";6849;0;60;"United-States,";"<=50K"
"1039";39;"Private,";207824;"HS-grad,";9;"Never-married,";"Handlers-cleaners,";"Own-child,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1040";43;"Private,";154374;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";15024;0;60;"United-States,";"<=50K"
"1041";58;"Self-emp-not-inc,";35723;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1042";33;"Private,";175697;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";15024;0;60;"United-States,";">50K"
"1043";52;"Self-emp-not-inc,";289436;"Doctorate,";16;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1044";35;"Private,";261293;"Masters,";14;"Never-married,";"Sales,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1045";35;"Private,";203628;"Masters,";14;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1046";41;"Private,";125831;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;2051;60;"United-States,";"<=50K"
"1047";41;"Self-emp-not-inc,";49572;"Some-college,";10;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1048";60;"Private,";31577;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1049";41;"Private,";254440;"Assoc-voc,";11;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1050";32;"Private,";110331;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1672;60;"United-States,";"<=50K"
"1051";41;"Private,";194636;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1052";33;"Private,";258498;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Wife,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1053";53;"Self-emp-not-inc,";311020;"10th,";6;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1054";51;"Private,";138022;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1055";35;"Self-emp-inc,";368825;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1056";23;"Local-gov,";115244;"Bachelors,";13;"Never-married,";"Prof-specialty,";"Own-child,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1057";44;"Private,";167005;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";7688;0;60;"United-States,";">50K"
"1058";36;"Private,";117312;"Assoc-acdm,";12;"Divorced,";"Tech-support,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1059";58;"Self-emp-not-inc,";81642;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1060";45;"Self-emp-inc,";149865;"Bachelors,";13;"Married-civ-spouse,";"Machine-op-inspct,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1061";56;"Self-emp-not-inc,";200235;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1062";30;"Self-emp-inc,";205733;"Some-college,";10;"Never-married,";"Exec-managerial,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1063";33;"Private,";114691;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1064";39;"Private,";33886;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1065";51;"Local-gov,";176813;"Assoc-acdm,";12;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1066";44;"Self-emp-inc,";320984;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";5178;0;60;"United-States,";"<=50K"
"1067";36;"Private,";354078;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1068";42;"Self-emp-not-inc,";166813;"Some-college,";10;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1069";54;"Self-emp-inc,";166459;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";99999;0;60;"United-States,";">50K"
"1070";48;"Self-emp-not-inc,";397466;"Some-college,";10;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1071";57;"Private,";265099;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1072";61;"Self-emp-not-inc,";30073;"HS-grad,";9;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";0;1848;60;"United-States,";"<=50K"
"1073";37;"Self-emp-not-inc,";137314;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1074";50;"Private,";137815;"HS-grad,";9;"Married-civ-spouse,";"Transport-moving,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1075";52;"Self-emp-not-inc,";173839;"10th,";6;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1076";50;"Self-emp-inc,";175339;"HS-grad,";9;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;1672;60;"United-States,";"<=50K"
"1077";56;"Self-emp-not-inc,";145574;"HS-grad,";9;"Married-civ-spouse,";"Other-service,";"Husband,";"White,";"Male,";0;1902;60;"United-States,";"<=50K"
"1078";41;"Self-emp-inc,";94113;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1079";24;"Private,";42706;"Assoc-voc,";11;"Never-married,";"Protective-serv,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1080";37;"Private,";175232;"Masters,";14;"Divorced,";"Exec-managerial,";"Unmarried,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1081";33;"Private,";149184;"HS-grad,";9;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1082";33;"Local-gov,";119829;"HS-grad,";9;"Married-civ-spouse,";"Adm-clerical,";"Wife,";"White,";"Female,";0;0;60;"United-States,";">50K"
"1083";19;"Private,";176570;"11th,";7;"Never-married,";"Machine-op-inspct,";"Own-child,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1084";46;"Private,";370119;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";99999;0;60;"United-States,";">50K"
"1085";52;"Private,";147876;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Wife,";"White,";"Female,";15024;0;60;"United-States,";">50K"
"1086";34;"Self-emp-inc,";175761;"Bachelors,";13;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1087";50;"Self-emp-inc,";160151;"Some-college,";10;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1088";46;"Private,";99835;"Prof-school,";15;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1089";26;"Private,";238768;"HS-grad,";9;"Married-civ-spouse,";"Machine-op-inspct,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1090";43;"Private,";176270;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";99999;0;60;"United-States,";">50K"
"1091";54;"Private,";177927;"Masters,";14;"Married-civ-spouse,";"Prof-specialty,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1092";43;"Self-emp-not-inc,";193459;"Some-college,";10;"Married-civ-spouse,";"Craft-repair,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1093";38;"Private,";304651;"HS-grad,";9;"Divorced,";"Transport-moving,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1094";57;"Private,";114495;"HS-grad,";9;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1095";44;"State-gov,";55076;"Masters,";14;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1096";42;"Self-emp-not-inc,";201522;"Bachelors,";13;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1097";42;"Local-gov,";121718;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;1902;60;"United-States,";">50K"
"1098";37;"Private,";329980;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;2415;60;"United-States,";">50K"
"1099";49;"Private,";128132;"HS-grad,";9;"Married-civ-spouse,";"Sales,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1100";34;"Private,";173806;"Masters,";14;"Never-married,";"Prof-specialty,";"Not-in-family,";"White,";"Male,";4865;0;60;"United-States,";"<=50K"
"1101";27;"Self-emp-not-inc,";208406;"Bachelors,";13;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1102";40;"Private,";297396;"Some-college,";10;"Separated,";"Exec-managerial,";"Unmarried,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1103";37;"Private,";49115;"Masters,";14;"Married-civ-spouse,";"Exec-managerial,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1104";30;"Private,";203277;"HS-grad,";9;"Married-civ-spouse,";"Protective-serv,";"Husband,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
"1105";41;"Local-gov,";22155;"Masters,";14;"Divorced,";"Prof-specialty,";"Unmarried,";"White,";"Female,";0;0;60;"United-States,";"<=50K"
"1106";65;"Private,";90377;"Assoc-voc,";11;"Married-civ-spouse,";"Farming-fishing,";"Husband,";"White,";"Male,";6767;0;60;"United-States,";"<=50K"
"1107";28;"Federal-gov,";183151;"Assoc-acdm,";12;"Married-civ-spouse,";"Adm-clerical,";"Husband,";"White,";"Male,";0;0;60;"United-States,";">50K"
"1108";31;"Private,";54929;"Some-college,";10;"Divorced,";"Craft-repair,";"Not-in-family,";"White,";"Male,";0;0;60;"United-States,";"<=50K"
